url,url_length,has_https,has_at_symbol,num_dots,has_ip_address,has_hyphen,num_subdomains,url_shortener,has_suspicious_words,is_top_level_domain,domain_age_days,url_has_port,path_length,num_query_params,has_multiple_slashes,ends_with_file_extension,has_email_in_path,url_entropy,uses_known_brand,label
https://docs.google.com/presentation/d/e/2PACX-1vT540Y_riuehhN02p9k-i1DyCFN_0Y9BK7h3lsFVR4TC2vEbeWdcBYnDraamGql7jeeZsJVXOLZXtHq/pub?start=false&amp;loop=false&amp;delayms=3000,175,1,0,2,0,0,1,0,0,0,0,0,108,3,1,0,0,5.562,1,phishing
https://dwyzutkyqmcvjhzqungnlj-hh07bay-dgj43.vercel.app/case/1003465746865976875.html,85,1,0,3,0,1,1,0,0,0,0,0,30,0,0,1,0,4.999,0,phishing
https://dwyzutkyqmcvjhzqungnlj-hh07bay-dgj43.vercel.app/qncmlpty.html,69,1,0,3,0,1,1,0,0,0,0,0,14,0,0,1,0,4.71,0,phishing
https://docs.google.com/presentation/d/e/2PACX-1vT540Y_riuehhN02p9k-i1DyCFN_0Y9BK7h3lsFVR4TC2vEbeWdcBYnDraamGql7jeeZsJVXOLZXtHq/pub,131,1,0,2,0,0,1,0,0,0,0,0,108,0,1,0,0,5.571,1,phishing
https://rebrand.ly/qncmlpty-html-42f6cDFG-S8ERD-HER-HGFDHFGDHFGHFTG,67,1,0,1,0,0,0,0,0,0,0,0,49,0,0,0,0,4.724,0,phishing
https://docs.google.com/forms/d/e/1FAIpQLSdnatlF5SaKuWlHri68gc9n0bdYiWCStlG9YzXEX2T9Xfw2ng/viewform?usp=send_form,113,1,0,2,0,0,1,0,0,0,0,0,76,1,1,0,0,5.306,1,phishing
https://1lnch.io-defi-vault.com/swap.html,41,1,0,3,0,1,1,1,0,0,0,0,10,0,0,1,0,4.308,0,phishing
https://premiumpreppinitem.shop/?sub5=26864&amp;source_id=2317&amp;encoded_value=279768Q&amp;sub1=c517978f4de140f8b110023e420823ed&amp;sub2=&amp;sub3=&amp;sub4=&amp;sub5=26864&amp;source_id=2317&amp;domain=www.airnue.com&amp;ip=2a00%3A1028%3A96d4%3A222a%3A3043%3Ac8b7%3A9390%3A7fa&amp;_kx=06xaECDxSZY03LHW10W_zgiHm6RWZbLkfJPmV2-66POCL0qtOHD-NJlhMiV49uL0fGjyGqlDYcQ-6Kz4Z4mkRQ.UgBY9u,382,1,0,4,0,0,0,0,0,0,0,0,1,12,0,0,0,5.603,0,phishing
https://allegrolokalnie.ils-5-4285873.xyz/,42,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.526,0,phishing
http://allegro.pl-oferta93642.cfd,33,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.271,0,phishing
http://allegro.pl-oferta2992735.icu,35,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.343,0,phishing
http://allegro.pl-oferta9180575.cfd,35,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4.343,0,phishing
https://determined-permission-952251.framer.app/,48,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.223,0,phishing
