url,url_length,has_https,has_at_symbol,num_dots,has_ip_address,has_hyphen,num_subdomains,url_shortener,has_suspicious_words,is_top_level_domain,domain_age_days,url_has_port,path_length,num_query_params,has_multiple_slashes,ends_with_file_extension,has_email_in_path,url_entropy,uses_known_brand,submission_year,label
https://metasupport1020340234023432.firebaseapp.com/,52,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.251,0,2022,phishing
https://4de.formstack.com/forms/papay,37,1,0,2,0,0,1,0,0,0,0,0,12,0,0,0,0,4.006,0,2022,phishing
https://infoefocusiric.github.io/portfolio/mik_webm.html,56,1,0,3,0,0,1,0,0,0,0,0,24,0,0,1,0,4.204,0,2022,phishing
https://holders.sellpass.io/products/FRONTIER-AIRLINES-K--K,59,1,0,2,0,0,1,0,0,0,0,0,32,0,0,0,0,4.594,0,2022,phishing
https://doc-0sign.firebaseapp.com/,34,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.256,0,2022,phishing
https://doc-0sign.web.app/,26,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.104,0,2022,phishing
https://mt1serviceonline.firebaseapp.com/,41,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.153,0,2022,phishing
https://mt1serviceonline.web.app/,33,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.127,0,2022,phishing
https://nespoltems.firebaseapp.com/,35,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.943,0,2022,phishing
https://nespoltems.web.app/,27,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.68,0,2022,phishing
https://zimbanilnowe.firebaseapp.com/,37,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.189,0,2022,phishing
https://zimbanilnowe.web.app/,29,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.978,0,2022,phishing
https://aproveder.start.page/,29,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.624,0,2022,phishing
https://confrimyouraccoun.start.page/,37,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.08,0,2022,phishing
https://new.express.adobe.com/webpage/qP47Wysjr2uf1,51,1,0,3,0,0,2,0,0,0,0,0,22,0,0,0,0,4.633,0,2023,phishing
https://connectchase23.web.app/,31,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.865,0,2023,phishing
https://connectchase23.firebaseapp.com/,39,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.06,0,2023,phishing
https://edfkjhnedf23w.ulcraft.com/,34,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,4.374,0,2023,phishing
https://pub-06e43cd3590241a084b6d1224a1e15a1.r2.dev/usdfyeyrffhsjdfhsjhfgzyuerfjhfsdjfhjfeyrfhedfektyrguegtreyutikreuyfgt.html,126,1,0,3,0,1,1,0,0,0,0,0,75,0,0,1,0,4.683,0,2023,phishing
https://fixe-orange.godaddysites.com/,37,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.222,0,2023,phishing
https://bafybeigmtnio5oqn4jiccbgwgara5lhzl56jgh7x7ly7jctu4rsvxijsby.ipfs.dweb.link/,83,1,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,4.858,0,2023,phishing
https://docs.google.com/presentation/d/e/2PACX-1vRzpX5q_jyO557Rm9USRJ5Gcvpz_zxZF0Qb9iFq5-ZgzooO9BslkCW-2_pfPQDpIenYgb8f8dn-ZQ7T/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,190,1,0,3,0,0,1,0,0,0,0,0,108,4,1,0,0,5.54,1,2023,phishing
https://chaseverifieragent.web.app/,35,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.968,0,2023,phishing
https://chaseverifieragent.firebaseapp.com/,43,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.03,0,2023,phishing
https://cloud-a34c2.web.app/,28,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.182,0,2023,phishing
https://cloud-a34c2.firebaseapp.com/,36,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4.364,0,2023,phishing
https://lbghuif.web.app/,24,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.855,0,2023,phishing
https://lbghuif.firebaseapp.com/,32,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.14,0,2023,phishing
https://ldztyfgxf.web.app/,26,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.998,0,2023,phishing
https://ldztyfgxf.firebaseapp.com/,34,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.293,0,2023,phishing
https://rahdhdjkdh.web.app/,27,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.708,0,2023,phishing
https://rahdhdjkdh.firebaseapp.com/,35,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.072,0,2023,phishing
https://meinkonto.telekom-dienste.de/wiederherstellung/passwort/index.xhtml,75,1,0,3,0,1,1,0,0,0,0,0,39,0,0,0,0,4.15,0,2023,phishing
https://service832.webcindario.com,34,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4.315,0,2023,phishing
https://app-bpichinchaec.webcindario.com/validacion/validecard.html,67,1,0,3,0,1,1,0,0,0,0,0,27,0,0,1,0,4.163,0,2023,phishing
https://jgdt1nid.square.site/,29,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,3.978,0,2023,phishing
https://pub-51427f5ffccf45a8a223196f7893c181.r2.dev/IhadadremIgoteverythinkIwantedbutwhenIwakeupIseeuwithmeusaidplscaremecaremehome.html,136,1,0,3,0,1,1,0,0,0,0,0,85,0,0,1,0,4.863,0,2023,phishing
https://pub-54daabc7ee4a4c83b16a51a1af2963d0.r2.dev/whoeversaidmoneycantsolveeverythinkmustnothaveenoughmoneytodosocenterlyIdiditagainandagain.html,147,1,0,3,0,1,1,0,0,0,0,0,96,0,0,1,0,4.752,0,2023,phishing
https://shgdhdwr.weebly.com/,28,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4.039,0,2023,phishing
